company,salTpNm,minSal,maxSal,holidayTpNm,minEdubg,career,empTpCd,jobsCd,regDt,closeDt,region_1,region_2,basicAddr,smCo,coTp
(주)피티씨,월급,3000000,6000000,주5일근무,학력무관,관계없음,10,824101,22-01-19,채용시까지  22-03-18,경기,경기 용인시 처인구,경기도 용인시 처인구 양지면 중부대로 2374-39,N,03
기산정공,연봉,38000000,40000000,주5일근무,학력무관,경력,10,813210,22-01-19,채용시까지  22-03-18,경기,경기 부천시,경기도 부천시 원미구 원미로177번길 41,Y,03
(주)멕스기연,연봉,30000000,40000000,주5일근무,대졸(2~3년),경력,10,612102,22-01-19,채용시까지  22-02-28,경기,경기 부천시,경기도 부천시 오정로 40-2,N,03
(주)엔릿,연봉,28000000,30000000,주5일근무,학력무관,관계없음,10,028403,22-01-19,채용시까지  22-03-18,경기,경기 파주시,경기도 파주시 지목로 45-7,N,03
(주)레이저옵텍,월급,1930000,0,주5일근무,학력무관,관계없음,20,816105,22-01-19,채용시까지  22-03-18,경기,경기 성남시 중원구,경기도 성남시 중원구 갈마치로244번길 31,N,03
(주)휴나라,연봉,24000000,30000000,주5일근무,대졸(4년),경력,10,029103,22-01-19,채용시까지  22-02-28,경기,경기 이천시,경기도 이천시 애련정로 67-23,N,03
(주)유케어트론,월급,1914440,0,주5일근무,학력무관,관계없음,10,836001,22-01-19,22-02-10,경기,경기 안양시 동안구,경기도 안양시 동안구 시민대로365번길 40,N,03
엠엔테크(주),연봉,28000000,32000000,주5일근무,학력무관,관계없음,10,151102,22-01-19,채용시까지  22-03-17,경기,경기 의왕시,경기도 의왕시 계원대학로 25,Y,03
엠엔테크(주),연봉,28000000,40000000,주5일근무,학력무관,관계없음,10,140206,22-01-19,채용시까지  22-03-17,경기,경기 의왕시,경기도 의왕시 계원대학로 25,Y,03
주식회사한영지에스티,연봉,34000000,39000000,주5일근무,고졸,신입,10,890000,22-01-19,채용시까지  22-02-17,경기,경기 시흥시,경기도 시흥시 마유로132번길 102,N,03
조양프라스틱공업(주),월급,2750000,2850000,주5일근무,학력무관,관계없음,10,890000,22-01-19,채용시까지  22-03-01,경기,경기 파주시,경기도 파주시 조리읍 능안로 136-35,N,03
주식회사 에이치코비,연봉,35000000,40000000,주5일근무,대졸(2~3년),경력,10,811106,22-01-19,채용시까지  22-02-28,경기,경기 안양시 동안구,경기도 안양시 동안구 흥안대로 415,N,03
(주)에스피일레멕,연봉,28000000,0,주5일근무,대졸(2~3년),관계없음,10,153201,22-01-19,22-02-06,경기,경기 안산시 상록구,경기도 안산시 상록구 충정공길 2-15,Y,03
(주)마이즈텍,연봉,40000000,0,주5일근무,학력무관,경력,20,813207,22-01-19,채용시까지  22-02-28,경기,경기 화성시,경기도 화성시 비봉면 화성로1616번길 19,N,03
(주)뉴아세아조인트,월급,2000000,0,주5일근무,학력무관,관계없음,10,158400,22-01-19,22-02-28,경기,경기 용인시 처인구,경기도 용인시 처인구 백암면 덕평로80번길 17,N,03
인영건설(주),연봉,27000000,0,주5일근무,학력무관,관계없음,10,140303,22-01-19,22-02-28,경기,경기 안성시,경기도 안성시 원곡면 지산길 3,N,03
마준소프트 주식회사,연봉,30000000,40000000,주5일근무,학력무관,관계없음,10,026301,22-01-19,22-02-18,경기,경기 용인시 수지구,경기도 용인시 수지구 광교중앙로 338,N,03
에이스 테크,월급,3000000,4000000,주5일근무,학력무관,관계없음,10,813210,22-01-19,채용시까지  22-03-17,경기,경기 화성시,경기도 화성시 봉담읍 와우로 23-27,N,03
주식회사인스프로,연봉,28000000,0,주5일근무,고졸,신입,10,832900,22-01-19,채용시까지  22-03-18,경기,경기 화성시,경기도 화성시 반월길 63-4,N,03
(주)비.엘.아이,시급,9160,0,주6일근무,학력무관,관계없음,20,890000,22-01-19,22-03-18,경기,경기 파주시,경기도 파주시 탄현면 방촌로 1172-42,Y,03
주식회사오토코리아,월급,2200000,0,주5일근무,학력무관,관계없음,10,852402,22-01-19,22-02-15,경기,경기 김포시,경기도 김포시 월곶면 고양로128번길 58,N,03
(주)엘.케이정밀,연봉,32000000,35000000,주5일근무,학력무관,경력,10,028402,22-01-19,채용시까지  22-03-17,경기,경기 안성시,경기도 안성시 양성면 조일말길 27-10,N,03
주식회사다성테크,시급,10300,11100,주5일근무,학력무관,신입,10,028300,22-01-19,채용시까지  22-03-18,경기,경기 이천시,경기도 이천시 마장면 서이천로 195,N,03
(주)블리스팩,월급,2800000,3000000,주5일근무,학력무관,경력,10,852302,22-01-18,채용시까지  22-03-17,경기,경기 시흥시,경기도 시흥시 경기과기대로 171,N,03
주식회사 레코,연봉,22973280,0,주5일근무,학력무관,관계없음,10,882300,22-01-18,채용시까지  22-02-18,경기,경기 안산시 단원구,경기도 안산시 단원구 별망로459번길 93,N,03
(주)블리스팩,월급,2600000,2600000,주5일근무,학력무관,관계없음,10,028402,22-01-18,채용시까지  22-03-17,경기,경기 시흥시,경기도 시흥시 경기과기대로 171,N,03
(주)가스트론,연봉,28000000,0,주5일근무,고졸,관계없음,10,832900,22-01-18,채용시까지  22-03-17,경기,경기 군포시,경기도 군포시 군포첨단산업1로 23,N,03
주식회사 필플러스,연봉,26000000,30000000,주5일근무,학력무관,경력,10,890007,22-01-18,채용시까지  22-02-28,경기,경기 화성시,경기도 화성시 정남면 여의동길 90-16,N,03
장원퍼니디어,시급,9160,0,주5일근무,학력무관,관계없음,11,890000,22-01-18,채용시까지  22-03-17,경기,경기 화성시,경기도 화성시 양감면 은행나무로170번길 22,N,03
(주)세림화이버,월급,2000000,2000000,주5일근무,학력무관,관계없음,10,028403,22-01-18,채용시까지  22-03-17,경기,경기 김포시,경기도 김포시 월곶면 월하로 66-30,Y,03
주식회사 레코,연봉,24000000,0,주5일근무,학력무관,관계없음,10,852200,22-01-18,22-02-18,경기,경기 안산시 단원구,경기도 안산시 단원구 별망로459번길 93,N,03
(주)21하이테크,연봉,45000000,0,주5일근무,학력무관,경력,10,813210,22-01-18,22-02-15,경기,경기 화성시,경기도 화성시 향남읍 발안공단로4길 81,Y,03
아리울씨앤디,연봉,24000000,30000000,주5일근무,학력무관,관계없음,10,153105,22-01-18,채용시까지  22-02-28,경기,경기 김포시,경기도 김포시 대곶면 종생로116번길 16,N,03
"주식회사 스피폭스(SPEEFOX CO., LTD)",시급,10000,0,주5일근무,학력무관,관계없음,10,561200,22-01-18,22-03-17,경기,경기 이천시,경기도 이천시 모가면 대월로127번길 51,N,03
엔비피코리아,연봉,26000000,35000000,주5일근무,고졸,신입,10,811501,22-01-18,22-02-13,경기,경기 안산시 단원구,경기도 안산시 단원구 엠티브이8로 22,N,03
주식회사오토코리아,월급,2200000,0,주5일근무,고졸,관계없음,10,026301,22-01-18,22-02-15,경기,경기 김포시,경기도 김포시 월곶면 고양로128번길 58,N,03
주식회사G.M,월급,1914440,1914440,주5일근무,학력무관,관계없음,10,890002,22-01-18,채용시까지  22-03-17,경기,경기 시흥시,경기도 시흥시 엠티브이26로58번길 5,N,03
(주)베스트디지탈,연봉,23000000,26000000,주5일근무,학력무관,관계없음,10,836000,22-01-18,채용시까지  22-03-17,경기,경기 의왕시,경기도 의왕시 경수대로 209,Y,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 용인시 기흥구,경기도 용인시 기흥구 마북로247번길 120,N,03
내외기계공업(주),월급,2900000,0,주5일근무,고졸,경력,20,159103,22-01-18,채용시까지  22-02-08,경기,경기 안산시 단원구,경기도 안산시 단원구 성곡로 193-1,N,03
현대파이프(주),월급,3000000,0,주5일근무,학력무관,경력,10,029506,22-01-18,22-02-28,경기,경기 안성시,경기도 안성시 보개면 신장길 47-7,Y,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 화성시,경기도 화성시 남양읍 글판동길 11,N,03
라이콤,연봉,25000000,0,주5일근무,대졸(2~3년),관계없음,10,153200,22-01-18,채용시까지  22-03-14,경기,경기 용인시 처인구,경기도 용인시 처인구 이동읍 백자로 109,N,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 화성시,경기도 화성시 봉담읍 매봉로 453,N,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 파주시,경기도 파주시 교하로 239,N,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 양주시,경기도 양주시 고덕로 130,N,03
대성제관공업(주),월급,2000000,0,주5일근무,학력무관,관계없음,10,028406,22-01-18,채용시까지  22-03-17,경기,경기 파주시,경기도 파주시 파주읍 정문로 633-59,N,03
현대파이프(주),연봉,30000000,0,주5일근무,학력무관,관계없음,10,811100,22-01-18,22-02-28,경기,경기 안성시,경기도 안성시 보개면 신장길 47-7,Y,03
(주)아이플라이,월급,1914440,1914440,주5일근무,학력무관,관계없음,10,836000,22-01-18,채용시까지  22-03-17,경기,경기 성남시 중원구,경기도 성남시 중원구 둔촌대로 545,N,03
(주)에이치앤에스,시급,9160,9160,주5일근무,학력무관,관계없음,20,852305,22-01-18,채용시까지  22-03-17,경기,경기 광주시,경기도 광주시 오포읍 오포안로 321-5,Y,03
(주)도남정공,월급,2500000,0,주5일근무,학력무관,관계없음,10,821200,22-01-18,채용시까지  22-02-28,경기,경기 화성시,경기도 화성시 비봉면 화성로1616번길 2-33,Y,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 김포시,경기도 김포시 김포대로 1147-35,N,03
원일켐텍주식회사,시급,9160,0,주5일근무,학력무관,관계없음,10,890001,22-01-18,채용시까지  22-03-17,경기,경기 화성시,경기도 화성시 우정읍 남양만로 745,N,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 의정부시,경기도 의정부시 경의로132번길 78,N,03
(주)하나산업,월급,2700000,0,주5일근무,학력무관,관계없음,10,624103,22-01-18,22-02-05,경기,경기 평택시,경기도 평택시 서탄면 발안로 1176,Y,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 화성시,경기도 화성시 덕영대로1368번길 240,N,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 수원시 영통구,경기도 수원시 영통구 덕영대로 1471,N,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 고양시 덕양구,경기도 고양시 덕양구 지축초교길 83,N,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 부천시,경기도 부천시 길주로 281,N,03
(주)대한전자,시급,9160,0,주5일근무,고졸,관계없음,10,835200,22-01-18,채용시까지  22-03-17,경기,경기 안산시 단원구,경기도 안산시 단원구 해안로153번길 43,N,03
(주)우디스,월급,2334000,3000000,주5일근무,학력무관,관계없음,10,701600,22-01-18,채용시까지  22-03-17,경기,경기 남양주시,경기도 남양주시 경춘로 361,N,03
주식회사 윈텍,연봉,26000000,33000000,주5일근무,고졸,관계없음,10,029202,22-01-18,채용시까지  22-03-17,경기,경기 남양주시,경기도 남양주시 수동면 비룡로586번길 53-14,Y,03
(주)시냅시스,월급,2200000,2800000,주5일근무,대졸(2~3년),관계없음,10,153202,22-01-18,채용시까지  22-03-16,경기,경기 안산시 상록구,경기도 안산시 상록구 광덕4로 362-1,N,03
이케이주식회사,월급,2000000,0,주5일근무,학력무관,관계없음,10,133302,22-01-18,채용시까지  22-03-10,경기,경기 용인시 수지구,경기도 용인시 수지구 신수로 767,N,03
주식회사예스히팅테크닉스,연봉,35000000,0,주5일근무,고졸,경력,10,026201,22-01-18,22-02-28,경기,경기 평택시,경기도 평택시 진위면 마산12로 27,N,03
(주)엘오티베큠,월급,3500000,3500000,주5일근무,고졸,관계없음,20,028302,22-01-18,채용시까지  22-03-17,경기,경기 오산시,경기도 오산시 지곶중앙로 1-20,Y,03
(주)블루폼,연봉,30000000,0,주5일근무,대졸(2~3년),신입,10,027100,22-01-18,22-02-05,경기,경기 성남시 분당구,경기도 성남시 분당구 황새울로 234,Y,03
(주)이앤에프(ENF),시급,9160,0,주6일근무,학력무관,관계없음,10,890000,22-01-18,채용시까지  22-02-28,경기,경기 화성시,경기도 화성시 마도면 마도공단로1길 28,N,03
(주)인텔리안테크놀로지스,월급,2190000,2190000,주5일근무,학력무관,관계없음,10,890005,22-01-18,22-02-25,경기,경기 평택시,경기도 평택시 진위면 진위산단로 18-7,Y,03
금성에이스산업(주),연봉,34000000,0,주5일근무,대졸(2~3년),관계없음,10,159103,22-01-17,채용시까지  22-02-28,경기,경기 화성시,경기도 화성시 향남읍 갈천웃말길 13-7,Y,03
(주)청정계,월급,1400000,1500000,주5일근무,학력무관,관계없음,11,531205,22-01-17,채용시까지  22-03-16,경기,경기 양주시,경기도 양주시 평화로 1600,N,03
영광금속,시급,9330,0,주5일근무,학력무관,관계없음,20,890001,22-01-17,채용시까지  22-02-09,경기,경기 부천시,경기도 부천시 신흥로446번길 56,Y,03
(주)에스비신소재,연봉,32000000,32000000,주5일근무,학력무관,관계없음,10,026102,22-01-17,채용시까지  22-03-16,경기,경기 군포시,경기도 군포시 당정로60번길 18,N,03
정성테크,연봉,32000000,0,주5일근무,학력무관,관계없음,10,813212,22-01-17,채용시까지  22-03-16,경기,경기 화성시,경기도 화성시 비봉면 현대기아로 825-87,N,03
(주)에이알티,연봉,40000000,0,주5일근무,학력무관,경력,10,159103,22-01-17,채용시까지  22-03-16,경기,경기 화성시,경기도 화성시 양감면 두머리길 12,N,03
장원퍼니디어,시급,9160,0,주5일근무,고졸,관계없음,10,016900,22-01-17,채용시까지  22-03-16,경기,경기 화성시,경기도 화성시 양감면 은행나무로170번길 18,N,03
신영공업(주),월급,2000000,0,주5일근무,학력무관,경력,10,624103,22-01-17,채용시까지  22-03-16,경기,경기 시흥시,경기도 시흥시 시화벤처로 339,N,03
(주)현대워터텍,연봉,60000000,60000000,주5일근무,학력무관,경력,10,811106,22-01-17,채용시까지  22-03-16,경기,경기 화성시,경기도 화성시 우정읍 버들로 1031-33,N,03
(주)현대워터텍,연봉,48000000,48000000,주5일근무,대졸(4년),경력,10,853103,22-01-17,채용시까지  22-03-16,경기,경기 화성시,경기도 화성시 우정읍 버들로 1031-33,N,03
(주)대흥화학,연봉,36000000,40000000,주5일근무,대졸(2~3년),관계없음,10,154200,22-01-17,채용시까지  22-03-16,경기,경기 화성시,경기도 화성시 마도면 청원산단8길 127,N,03
정성테크,연봉,40000000,0,주5일근무,학력무관,관계없음,10,813209,22-01-17,채용시까지  22-03-16,경기,경기 화성시,경기도 화성시 비봉면 현대기아로 825-87,N,03
동아이엔지(주),연봉,24000000,0,주5일근무,학력무관,관계없음,10,026301,22-01-17,채용시까지  22-03-16,경기,경기 성남시 수정구,경기도 성남시 수정구 위례서일로 26,Y,03
(주)소프트넷,연봉,30000000,0,주5일근무,학력무관,경력,10,133200,22-01-17,채용시까지  22-03-11,경기,경기 안양시 동안구,경기도 안양시 동안구 학의로 282,N,03
(주)에프씨코리아랜드,월급,3000000,0,주5일근무,고졸,관계없음,10,028406,22-01-17,채용시까지  22-03-16,경기,경기 평택시,경기도 평택시 안중읍 성해1길 21,N,03
(주)테크만,연봉,22926010,0,주5일근무,고졸,관계없음,10,153205,22-01-17,채용시까지  22-03-16,경기,경기 성남시 중원구,경기도 성남시 중원구 사기막골로 124,N,03
(주)세진오토,시급,9160,0,주5일근무,학력무관,관계없음,10,890001,22-01-17,22-02-12,경기,경기 화성시,경기도 화성시 팔탄면 현대기아로 44-24,N,03
(주)한강엔지니어링,연봉,37000000,70000000,주5일근무,학력무관,경력,10,159103,22-01-17,22-02-12,경기,경기 화성시,경기도 화성시 마도면 마도공단로5길 46-14,Y,03
(주)원방엔지니어링,연봉,28000000,30000000,주5일근무,학력무관,관계없음,10,159106,22-01-17,채용시까지  22-02-28,경기,경기 시흥시,경기도 시흥시 미산로 111,N,03
(주)테크만,연봉,28000000,0,주5일근무,고졸,관계없음,10,612100,22-01-17,채용시까지  22-03-16,경기,경기 성남시 중원구,경기도 성남시 중원구 사기막골로 124,N,03
(주)신오전자,시급,9160,0,주5일근무,학력무관,관계없음,10,890005,22-01-17,채용시까지  22-03-13,경기,경기 안산시 상록구,경기도 안산시 상록구 오목로13길 5,N,03
진양테크,월급,2000000,0,주5일근무,학력무관,관계없음,10,824100,22-01-17,22-03-16,경기,경기 화성시,경기도 화성시 정남면 정남동로207번길 55-7,N,03
(주)대동테크,월급,2500000,2500000,주5일근무,학력무관,관계없음,10,624103,22-01-17,22-02-28,경기,경기 김포시,경기도 김포시 대곶면 대곶서로166번길 52,N,03
(주)와이엠테크,시급,9160,0,주5일근무,학력무관,관계없음,10,890000,22-01-17,22-03-16,경기,경기 양주시,경기도 양주시 광적면 부흥로956번길 111-12,Y,03
(주)인천화학,월급,1920000,0,주5일근무,학력무관,관계없음,10,852202,22-01-17,22-03-10,경기,경기 김포시,경기도 김포시 대곶면 대명항로414번길 130,N,03
(주)대성정밀,월급,1914440,0,주5일근무,학력무관,관계없음,20,890000,22-01-17,22-02-11,경기,경기 파주시,경기도 파주시 파주읍 성현로 60-17,Y,03
(주)대성정밀,월급,2800000,0,주5일근무,학력무관,관계없음,10,612100,22-01-17,채용시까지  22-03-16,경기,경기 파주시,경기도 파주시 파주읍 성현로 60-17,Y,03
(주)한강엔지니어링,연봉,50000000,50000000,주5일근무,학력무관,경력,10,824102,22-01-17,22-02-10,경기,경기 화성시,경기도 화성시 마도면 마도공단로5길 46-14,Y,03
(주)지오텍,연봉,28000000,34000000,주5일근무,학력무관,경력,10,028304,22-01-17,채용시까지  22-03-11,경기,경기 수원시 장안구,경기도 수원시 장안구 영화로 91,N,03
(주)한강엔지니어링,연봉,50000000,50000000,주5일근무,학력무관,경력,10,811102,22-01-17,22-02-10,경기,경기 화성시,경기도 화성시 마도면 마도공단로5길 46-14,Y,03
(주)한강엔지니어링,연봉,50000000,50000000,주5일근무,학력무관,경력,10,822300,22-01-17,22-02-10,경기,경기 화성시,경기도 화성시 마도면 마도공단로5길 46-14,Y,03
(주)신농,월급,2600000,0,주5일근무,학력무관,관계없음,10,612407,22-01-17,22-02-28,경기,경기 화성시,경기도 화성시 양감면 은행나무로 402,N,03
동명전기(주),연봉,22973280,0,주5일근무,학력무관,관계없음,10,890005,22-01-17,채용시까지  22-03-09,경기,경기 안성시,경기도 안성시 양성면 동항공단길 41,Y,03
(주)하나텍시스템,연봉,22973280,0,주5일근무,대졸(2~3년),관계없음,10,012205,22-01-17,채용시까지  22-03-15,경기,경기 광명시,경기도 광명시 하안로 60,N,03
(주)모비너스,연봉,26000000,0,주5일근무,대졸(2~3년),관계없음,10,153201,22-01-17,채용시까지  22-02-10,경기,경기 안산시 단원구,경기도 안산시 단원구 첨단로245번길 66,N,03
(주)로뎀푸드,월급,2319300,0,주5일근무,학력무관,관계없음,10,617903,22-01-17,22-02-05,경기,경기 포천시,경기도 포천시 화현면 화동로 513,N,03
(주)퓨쳐라이트,연봉,25000000,30000000,주5일근무,대졸(2~3년),관계없음,10,016300,22-01-17,채용시까지  22-03-13,경기,경기 군포시,경기도 군포시 엘에스로45번길 103,N,03
태진실리콘,월급,2095800,2095800,주5일근무,고졸,관계없음,10,852102,22-01-17,채용시까지  22-03-16,경기,경기 의정부시,경기도 의정부시 산단로132번길 23,Y,03
아신정밀,시급,9160,0,주5일근무,학력무관,관계없음,10,890000,22-01-17,22-02-05,경기,경기 평택시,경기도 평택시 안중읍 용성길 174-50,N,03
(주)하나텍시스템,연봉,22973280,0,주5일근무,고졸,관계없음,10,028402,22-01-17,채용시까지  22-03-15,경기,경기 광명시,경기도 광명시 하안로 60,N,03
선도전자,시급,9160,9160,주5일근무,학력무관,관계없음,20,890000,22-01-17,채용시까지  22-03-12,경기,경기 파주시,경기도 파주시 신촌2로 7-29,N,03
글로플렉스주식회사,연봉,30000000,31000000,주5일근무,대졸(2~3년),경력,10,026103,22-01-17,채용시까지  22-03-13,경기,경기 안산시 단원구,경기도 안산시 단원구 목내로 6,N,03
현대파워시스템(주),시급,14000,15000,,학력무관,관계없음,11,561100,22-01-17,채용시까지  22-03-10,경기,경기 광주시,경기도 광주시 곤지암읍 광여로 115-1,Y,03
(주)인키움,월급,580000,580000,주5일근무,대졸(2~3년),신입,21,231400,22-01-17,22-02-13,경기,경기 용인시 기흥구,경기도 용인시 기흥구 용구대로 2311,N,03
(주)명원엘리베이터,월급,2500000,0,주5일근무,고졸,신입,10,026301,22-01-17,22-03-13,경기,경기 파주시,경기도 파주시 파평면 파평산로407번길 6-17,N,03
강림산업(주),월급,2200000,0,주5일근무,학력무관,관계없음,10,029506,22-01-17,22-02-10,경기,경기 파주시,경기도 파주시 방화리길 8,Y,03
(주)에스엠티코리아,연봉,32000000,35000000,주5일근무,학력무관,관계없음,10,026103,22-01-17,채용시까지  22-03-16,경기,경기 안성시,경기도 안성시 서운면 제3공단1길 8,N,03
(주)에스엠티코리아,연봉,33000000,35000000,주5일근무,대졸(2~3년),신입,10,152200,22-01-17,채용시까지  22-02-28,경기,경기 안성시,경기도 안성시 서운면 제3공단1길 8,N,03
(주)에스엠티코리아,연봉,33000000,35000000,주5일근무,대졸(2~3년),신입,10,028400,22-01-17,채용시까지  22-02-28,경기,경기 안성시,경기도 안성시 서운면 제3공단1길 8,N,03
(주)피에스플러스,연봉,30000000,40000000,주5일근무,대졸(2~3년),경력,20,159103,22-01-17,채용시까지  22-03-13,경기,경기 김포시,경기도 김포시 양촌읍 황금3로8번길 93,N,03
EPS코리아(주),월급,2600000,0,주5일근무,학력무관,경력,10,028406,22-01-17,채용시까지  22-02-28,경기,경기 평택시,경기도 평택시 포승읍 평택항로 294,N,03
맥스플러스이엔지(주),연봉,28000000,45000000,주5일근무,고졸,관계없음,10,028402,22-01-14,22-02-12,경기,경기 화성시,경기도 화성시 양감면 사릅재길 131-23,N,03
(주)시스웍스,연봉,27000000,35000000,주5일근무,학력무관,관계없음,10,811400,22-01-14,채용시까지  22-02-28,경기,경기 평택시,경기도 평택시 청북읍 드림산단3로 95,Y,03
(주)삼성휴톤,월급,2100000,2300000,주5일근무,학력무관,신입,10,881104,22-01-14,채용시까지  22-02-28,경기,경기 김포시,경기도 김포시 양촌읍 황금3로7번길 63,N,03
(주)삼성휴톤,월급,2100000,2300000,주5일근무,학력무관,관계없음,10,851200,22-01-14,채용시까지  22-02-28,경기,경기 김포시,경기도 김포시 양촌읍 황금3로7번길 63,N,03
여흥레이저(주),연봉,35000000,0,주5일근무,중졸,관계없음,10,813212,22-01-14,채용시까지  22-03-11,경기,경기 안산시 단원구,경기도 안산시 단원구 정왕천동로70번길 27,N,03
(주)시스웍스,연봉,25000000,28000000,주5일근무,고졸,관계없음,10,029209,22-01-14,채용시까지  22-02-28,경기,경기 평택시,경기도 평택시 청북읍 드림산단3로 95,Y,03
(주)시스웍스,연봉,27000000,40000000,주5일근무,학력무관,관계없음,10,612407,22-01-14,22-02-28,경기,경기 평택시,경기도 평택시 청북읍 드림산단3로 95,Y,03
(주)시스웍스,연봉,30000000,45000000,주5일근무,학력무관,경력,10,153101,22-01-14,22-02-28,경기,경기 평택시,경기도 평택시 청북읍 드림산단3로 95,Y,03
(주)코리아에너텍,연봉,24000000,40000000,주5일근무,학력무관,관계없음,10,831200,22-01-14,22-03-13,경기,경기 화성시,경기도 화성시 향남읍 초록로693번길 3-61,N,03
(주)맥스텍,연봉,25000000,40000000,주5일근무,학력무관,관계없음,10,832900,22-01-14,채용시까지  22-03-11,경기,경기 파주시,경기도 파주시 꽃아마길 14,N,03
케이씨에스(주),월급,2050000,0,주5일근무,학력무관,신입,10,811100,22-01-14,채용시까지  22-03-13,경기,경기 시흥시,경기도 시흥시 매화산단로 51,N,03
(주)유비넷시스,연봉,35000000,80000000,주5일근무,대졸(2~3년),경력,10,133102,22-01-14,채용시까지  22-03-13,경기,경기 화성시,경기도 화성시 동탄순환대로 823,Y,03
(주)신농,월급,2200000,2500000,주5일근무,학력무관,관계없음,10,890000,22-01-14,22-02-28,경기,경기 화성시,경기도 화성시 양감면 은행나무로 402,N,03
(주)신농,월급,2100000,2300000,주5일근무,학력무관,관계없음,10,122102,22-01-14,22-02-28,경기,경기 화성시,경기도 화성시 양감면 은행나무로 402,N,03
(주)신농,월급,2500000,2700000,주5일근무,학력무관,관계없음,10,016300,22-01-14,22-02-28,경기,경기 화성시,경기도 화성시 양감면 은행나무로 402,N,03
극동중전기(주),연봉,24000000,50000000,주5일근무,학력무관,관계없음,10,836001,22-01-14,채용시까지  22-02-28,경기,경기 김포시,경기도 김포시 하성면 원통로78번길 110,N,03
(주)하나텍시스템,연봉,22973280,0,주5일근무,대졸(2~3년),관계없음,10,013100,22-01-14,채용시까지  22-03-13,경기,경기 광명시,경기도 광명시 하안로 60,N,03
극동중전기(주),연봉,32000000,0,주5일근무,학력무관,신입,10,153101,22-01-14,채용시까지  22-02-28,경기,경기 김포시,경기도 김포시 하성면 원통로78번길 110,N,03
극동중전기(주),연봉,45000000,0,주5일근무,학력무관,경력,10,153101,22-01-14,채용시까지  22-02-28,경기,경기 김포시,경기도 김포시 하성면 원통로78번길 110,N,03
(주)다래파크텍,일급,81000,81000,,학력무관,관계없음,20,562300,22-01-14,채용시까지  22-03-13,경기,경기 과천시,경기도 과천시 경마공원대로 107,N,03
은보기계,월급,2200000,2300000,주5일근무,학력무관,경력,10,027200,22-01-14,22-02-28,경기,경기 안산시 단원구,경기도 안산시 단원구 번영로10번길 16,N,03
씨앤에스메디칼(주),월급,2000000,0,주5일근무,고졸,관계없음,10,028400,22-01-14,채용시까지  22-03-13,경기,경기 포천시,경기도 포천시 군내면 용정경제로1길 94-40,Y,03
(주)명원엘리베이터,연봉,28000000,0,주5일근무,고졸,신입,10,811200,22-01-14,22-03-13,경기,경기 파주시,경기도 파주시 책향기로 836,N,03
(주)명원엘리베이터,월급,2300000,0,주5일근무,고졸,관계없음,10,821200,22-01-14,22-03-13,경기,경기 파주시,경기도 파주시 파평면 파평산로407번길 6-17,N,03
주승특수포장,월급,2410000,0,주5일근무,학력무관,관계없음,10,028307,22-01-14,채용시까지  22-03-01,경기,경기 양주시,경기도 양주시 광적면 부흥로925번길 90,N,03
(주)아텍스자전거,연봉,30000000,0,주6일근무,학력무관,경력,10,028102,22-01-14,채용시까지  22-02-28,경기,경기 평택시,경기도 평택시 오성면 서동대로 2077,N,03
(주)싸이노스,월급,2300000,2700000,주6일근무,고졸,신입,10,836000,22-01-14,22-02-06,경기,경기 화성시,경기도 화성시 팔탄면 삼천병마로 517-19,N,03
(주)헤세드코리아,월급,2198400,0,주6일근무,학력무관,경력,10,862200,22-01-14,채용시까지  22-03-13,경기,경기 하남시,경기도 하남시 하남대로 947,Y,03
이건스터드,연봉,25000000,25000000,주5일근무,학력무관,관계없음,10,890000,22-01-14,22-02-13,경기,경기 화성시,경기도 화성시 서신면 전곡산단8가길 8,N,03
원광 spes,월급,3000000,0,주5일근무,학력무관,경력,10,823400,22-01-14,22-03-12,경기,경기 부천시,경기도 부천시 석천로442번길 51-1,N,03
(주)비.엘.아이,연봉,25000000,0,주5일근무,대졸(2~3년),관계없음,10,016300,22-01-14,채용시까지  22-03-13,경기,경기 파주시,경기도 파주시 탄현면 방촌로 1172-42,Y,03
